"year","HHID","PID","h4q1","h4q2","h4q3","h4q4","h4q5","h4q6","h4q7","h4q8","h4q9","h4q10","h4q11","h4q12","h4q13","h4q14","h4q15a","h4q15b","h4q15c","h4q15d","h4q15e","h4q15f","h4q15g","h4q16","h4q17","h4q18"
2009,"1021002106","102100210604",4,1,,1,1,1,,,,,,,,,,,,,,,,,,
2009,"1021002107","102100210701",1,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002107","102100210702",2,2,1,4,3,,,,61,60,1,3,,,0,0,0,0,0,400000,400000,2,,3
2009,"1021002107","102100210703",3,2,1,4,3,,,,14,15,2,3,,,350000,13000,100000,0,0,0,463000,2,,2
2009,"1021002107","102100210704",4,2,1,4,3,,,,11,12,2,3,3,20,195000,0,27000,78000,0,0,300000,2,,2
2009,"1021002201","102100220101",1,1,,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002201","102100220102",2,2,1,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002201","102100220104",4,2,1,4,3,,,,1,10,1,1,1,15,20000,10000,12000,0,0,10000,52000,1,2,2
2009,"1021002202","102100220201",1,1,,4,2,,16,9,,,,,,,,,,,,,,,,
2009,"1021002202","102100220202",2,2,1,4,2,,34,96,,,,,,,,,,,,,,,,
2009,"102100220202","10210022020202",2,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"1021002202","102100220203",3,2,1,1,1,,,,,,,,,,,,,,,,,,,
2009,"1021002203","102100220301",1,1,,4,2,,41,1,,,,,,,,,,,,,,,,
2009,"1021002203","102100220302",2,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002203","102100220303",3,2,2,4,3,,,,10,11,2,3,2.3,30,450000,20000,30000,216000,0,21600,737600,2,,2
2009,"1021002203","102100220307",7,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002203","102100220308",8,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002204","102100220401",1,2,2,4,2,,99,3,,,,,,,,,,,,,,,,
2009,"1021002204","102100220402",2,1,,4,2,,61,1,,,,,,,,,,,,,,,,
2009,"1021002205","102100220501",1,1,,2,2,,12,96,,,,,,,0,0,0,0,0,0,,2,,
2009,"1021002205","102100220502",2,2,1,4,3,,,,13,14,2,2,,,0,,,,,0,,,,
2009,"1021002205","102100220503",3,2,1,4,3,,,,11,12,2,3,0.5,30,0,0,0,0,0,0,,2,,2
2009,"1021002205","102100220504",4,1,,1,3,,,,1,11,1,1,0.1,15,41700,25000,9000,0,0,47600,123300,1,1,2
2009,"1021002205","102100220505",5,2,1,4,2,,15,10,,,,,,,,,,,,,,,,
2009,"1021002207","102100220701",1,2,2,4,2,,61,4,,,,,,,,,,,,,,,,
2009,"1021002207","102100220702",2,1,,3,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002207","102100220703",3,2,2,4,3,,,,33,34,1,3,,,0,0,105000,7000,900000,180000,1192000,1,1,
2009,"1021002207","102100220704",4,2,2,4,3,,,,30,31,1,2,,,0,0,100000,120000,1050000,120000,1390000,2,,
2009,"1021002207","102100220705",5,2,2,4,3,,,,13,14,2,3,0.4,20,600000,0,13600,0,0,0,613600,2,,2
2009,"1021002207","102100220706",6,2,2,1,1,96,,,,,,,,,,,,,,,,,,
2009,"1021002208","102100220801",1,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002208","102100220802",2,2,1,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002210","102100221001",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002210","102100221002",2,2,1,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021002210","102100221003",3,2,1,4,3,,,,16,30,2,3,0.7,15,300000,20000,30000,0,0,510000,401000,2,,2
2009,"1021002210","102100221004",4,1,,1,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002210","102100221005",5,2,1,1,3,,,,10,11,2,3,0.5,7,210000,10000,10000,0,0,65000,295000,2,,3
2009,"1021002211","102100221101",1,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021002211","102100221102",2,2,1,4,3,,,,34,35,1,1,7,20,570000,0,45000,0,0,0,615000,2,,2
2009,"1021002211","102100221103",3,2,1,4,3,,,,32,33,2,3,0.5,10,450000,35000,30000,0,0,0,525000,2,,2
2009,"1021002211","102100221104",4,2,1,4,3,,,,31,32,2,3,0.5,10,450000,35000,30000,0,0,0,525000,2,,2
2009,"1021002301","102100230101",1,2,2,4,2,,31,3,,,,,,,,,,,,,,,,
2009,"1021002301","102100230102",2,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002301","102100230103",3,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002308","102100230801",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002308","102100230802",2,1,,1,2,,14,3,,,,,,,,,,,,,,,,
2009,"1021002308","102100230803",3,2,2,1,1,96,,,,,,,,,,,,,,,,,,
2009,"1021002309","102100230901",1,1,,2,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002312","102100231201",1,1,,4,2,,34,13,,,,,,,,,,,,,,,,
2009,"1021002312","102100231202",2,2,1,1,3,,,,10,11,2,3,,,0,,,,,0,,2,,2
2009,"1021002312","102100231203",3,2,1,1,3,,,,1,11,2,1,0.02,3,90000,10000,15000,0,0,12000,127000,2,,3
2009,"1021002405","102100240501",1,1,,1,1,5,,,,,,,,,,,,,,,,,,
2009,"1021002405","102100240502",2,2,1,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002405","102100240503",3,2,1,4,3,,,,13,14,2,3,,,,,50000,35000,,15000,685000,,,
2009,"1021002407","102100240701",1,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002407","102100240702",2,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002407","102100240703",3,2,2,4,3,,,,12,12,2,1,3.2,30,1506000,0,0,1260000,0,45000,2811000,2,,1
2009,"1021002407","102100240704",4,2,2,4,3,,,,10,10,2,1,3.2,30,540000,25000,7200,180000,0,45000,797200,2,,1
2009,"1021002501","102100250101",1,2,2,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002501","102100250102",2,1,,4,2,,12,3,,,,,,,,,,,,,,,,
2009,"1021002501","102100250103",3,2,2,4,3,,,,51,60,2,3,6,60,,,,,0,,2000000,2,,2
2009,"1021002501","102100250104",4,2,2,4,2,,51,2,,,,,,,,,,,,,,,,
2009,"1021002501","102100250105",5,2,2,4,2,,51,2,,,,,,,,,,,,,,,,
2009,"1021002501","102100250106",6,2,2,4,3,,,,15,35,2,1,1,45,,,,0,0,,800000,2,,2
2009,"1021002501","102100250107",7,2,2,4,3,,,,17,30,2,3,,,,,,0,,,1400000,2,,2
2009,"1021002501","102100250108",8,2,2,4,3,,,,36,50,2,3,,,,,,0,,,2000000,2,,3
2009,"1021002501","102100250110",10,2,2,4,3,,,,10,10,2,1,0.5,15,,,,0,0,,200000,2,,2
2009,"1021002501","102100250111",11,2,2,3,3,,,,10,11,2,1,0.5,15,,,,0,0,,200000,2,,3
2009,"1021002502","102100250203",3,2,5,4,3,,,,,,,,,,0,,,,,0,,,,
2009,"1021002502","102100250204",4,2,5,4,2,,15,12,,,,,,,,,,,,,,,,
2009,"1021002502","102100250205",5,1,,,,,,,,,,,,,,,,,,,,,,
2009,"1021002502","102100250206",6,2,5,4,3,,,,15,15,2,3,,,310000,15000,75000,9600,300000,30000,739600,2,,1
2009,"1021002502","102100250207",7,2,5,4,3,,,,16,16,1,1,1,15,141000,7500,64500,0,0,0,213000,1,1,2
2009,"1021002502","102100250208",8,2,5,4,3,,,,14,15,1,1,0.5,5,15000,15000,44500,0,0,0,74500,2,,
2009,"1021002502","102100250209",9,2,5,4,3,,,,14,14,1,1,1,15,82500,10000,29700,0,0,22500,144700,1,1,3
2009,"1021002502","102100250210",10,2,5,4,3,,,,10,10,2,1,0.5,5,135000,15000,29700,0,0,30000,209700,2,,3
2009,"1021002502","102100250212",12,2,5,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021002502","102100250213",13,2,5,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"1021002502","102100250214",14,2,5,4,3,,,,15,15,1,1,,,82500,10000,29700,0,,22500,144700,1,1,2
2009,"1021002502","102100250215",15,2,5,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002502","102100250216",16,2,5,4,3,,,,17,30,1,1,,,75000,40000,20000,0,0,0,135000,1,1,2
2009,"1021002502","102100250217",17,2,5,4,3,,,,14,14,1,1,,,75000,4000,2000,0,0,0,81000,1,1,3
2009,"1021002502","102100250218",18,2,5,4,3,,,,11,11,1,1,,,0,,,,,0,,,,
2009,"1021002502","102100250219",19,2,5,1,3,,,,1,10,1,,,,82500,10000,29700,0,0,22500,144700,1,1,2
2009,"1021002502","102100250220",20,,,,,,,,,,,,,,99700,0,22500,0,0,0,122200,1,1,2
2009,"1021002502","102100250221",21,,,,,,,,,,,,1,5,105000,15000,17400,0,0,9000,146400,2,,2
2009,"1021002505","102100250501",1,2,2,4,2,,34,3,,,,,6,60,1860000,0,72000,72000,0,450000,2454000,2,,3
2009,"1021002505","102100250502",2,1,,4,3,,,,36,60,2,1,,,57000,23000,20000,0,660000,60000,820000,2,,2
2009,"1021002505","102100250503",3,1,,4,3,,,,17,30,2,1,0,20,66000,12000,25000,0,0,13000,116000,1,1,3
2009,"1021002505","102100250504",4,2,2,4,3,,,,14,14,1,1,0,20,66000,12000,25000,0,0,20000,123000,1,1,3
2009,"1021002505","102100250505",5,2,2,4,3,,,,12,12,1,1,,,0,,,,,0,,,,
2009,"1021002506","102100250601",1,1,,4,2,,15,96,,,,,,,,,,,,,,,,
2009,"1021002508","102100250801",1,2,2,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002508","102100250802",2,1,,4,2,,32,1,,,,,,,,,,,,,,,,
2009,"1021002508","102100250803",3,2,2,4,3,,,,32,33,1,1,5,15,450000,45000,45000,0,0,150000,690000,2,,2
2009,"1021002508","102100250804",4,2,2,4,3,,,,61,60,1,3,5,10,800000,0,0,400000,0,0,1200000,2,,1
2009,"1021002508","102100250805",5,2,2,4,3,,,,15,16,1,1,1,10,188500,15000,15000,0,0,0,218500,1,1,2
2009,"1021002508","102100250806",6,1,,4,3,,,,12,12,1,1,1,10,188500,10000,6000,0,0,0,204500,1,1,2
2009,"1021002508","102100250807",7,2,2,4,3,,,,15,16,1,1,1,10,188500,15000,15000,0,0,0,218500,1,1,2
2009,"1021002508","102100250808",8,1,,4,2,,41,1,,,,,,,,,,,,,,,,
2009,"1021002509","102100250901",1,1,,4,2,,14,3,,,,,,,,,,,,,,,,
2009,"1021002509","102100250902",2,2,1,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002510","102100251001",1,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"102100251005","10210025100502",2,1,,1,1,1,,,,,,,,,,,,,,,,,,
2009,"1021002512","102100251201",1,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002512","102100251202",2,2,1,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002512","102100251203",3,2,1,4,3,,,,31,32,2,1,2,15,1032000,0,65500,0,0,0,1097500,2,,2
2009,"1021002512","102100251204",4,2,1,4,3,,,,15,16,1,1,1,8,0,15000,18000,0,0,90000,123000,1,1,2
2009,"1021002512","102100251205",5,2,1,4,3,,,,11,12,1,1,1,8,0,15000,10000,0,0,90000,115000,1,1,2
2009,"1021002512","102100251206",6,2,1,1,3,,,,10,11,1,1,1,8,0,15000,8000,0,0,54000,77000,1,1,2
2009,"1021002512","102100251207",7,2,1,1,1,10,,,,,,,,,,,,,,,,,,
2009,"1021002512","102100251209",9,2,1,1,3,,,,10,11,1,1,1,8,0,15000,8000,0,0,54000,77000,1,1,2
2009,"1021002601","102100260101",1,1,,1,2,,13,3,,,,,,,,,,,,,,,,
2009,"1021002601","102100260102",2,2,1,1,2,,12,9,,,,,,,,,,,,,,,,
2009,"1021002601","102100260103",3,2,1,3,3,,,,12,12,1,1,0.2,10,30000,7500,5000,0,0,0,42500,1,1,2
2009,"1021002603","102100260301",1,2,2,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"1021002603","102100260302",2,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002603","102100260303",3,2,2,1,1,10,,,,,,,,,,,,,,,,,,
2009,"102100260304","10210026030401",1,1,,4,2,,61,1,,,,,,,,,,,,,,,,
2009,"102100260304","10210026030402",2,1,,4,2,,61,1,,,,,,,,,,,,,,,,
2009,"102100260304","10210026030403",3,2,2,2,3,,,,10,11,1,2,,0,,,,,,,,,,
2009,"102100260304","10210026030406",6,1,,4,3,,,,35,36,1,2,,0,,,,,,,,,,
2009,"102100260304","10210026030408",8,1,,4,3,,,,32,33,2,1,1,15,450000,30000,20000,0,0,30000,530000,2,,2
2009,"1021002603","102100260306",6,2,2,1,1,8,,,,,,,,,,,,,,,,,,
2009,"1021002604","102100260401",1,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002604","102100260402",2,2,1,4,3,,,,14,15,1,2,,,,,,,,,1200000,2,,2
2009,"1021002604","102100260403",3,2,1,4,3,,,,11,12,2,1,3.2,10,300000,23000,40800,150000,0,10000,523800,2,,2
2009,"1021002604","102100260404",4,2,1,4,3,,,,1,10,2,1,3.2,10,300000,23000,40800,150000,0,5000,518800,2,,2
2009,"1021002604","102100260406",6,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002604","102100260407",7,1,,4,3,,,,32,32,2,3,2,30,270000,15000,30000,0,0,10000,325000,2,,2
2009,"1021002605","102100260501",1,2,2,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"1021002605","102100260502",2,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002605","102100260503",3,2,2,4,3,,,,31,32,1,1,2,30,60000,0,90000,0,0,60000,21000,1,1,2
2009,"1021002605","102100260504",4,1,,4,3,,,,13,14,2,1,1,15,290000,0,30000,0,0,0,320000,2,,2
2009,"1021002606","102100260601",1,1,,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002606","102100260602",2,1,,4,3,,,,61,60,,,6,15,1600000,0,100000,100000,0,100000,1900000,1,1,3
2009,"1021002606","102100260603",3,1,,4,2,,41,11,,,,,,,,,,,,,,,,
2009,"1021002606","102100260604",4,1,,4,3,,,,31,32,2,2,,,1620000,0,18000,0,0,10000,1648000,2,,2
2009,"1021002606","102100260607",7,1,,4,2,,16,3,,,,,,,,,,,,,,,,
2009,"1021002610","102100261001",1,1,,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"1021002610","102100261002",2,2,1,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002610","102100261003",3,2,1,4,3,,,,41,35,2,1,5,60,0,0,0,0,0,0,,2,,3
2009,"1021002610","102100261004",4,2,1,4,3,,,,14,14,2,1,1.6,30,0,0,0,0,0,0,,2,,2
2009,"1021002610","102100261005",5,2,1,4,3,,,,14,14,1,1,0.3,10,75000,0,0,0,0,0,25000,1,1,2
2009,"1021002610","102100261008",8,2,1,4,3,,,,35,34,2,1,2.5,60,0,0,0,0,0,0,,2,,3
2009,"1021002610","102100261009",9,2,1,4,3,,,,14,13,2,2,,,0,0,0,0,0,0,,2,,
2009,"1021002611","102100261101",1,2,3,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002611","102100261102",2,2,3,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002611","102100261103",3,1,,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002611","102100261104",4,2,3,4,3,,,,32,33,2,3,,,0,,,,,0,,2,,
2009,"1021002611","102100261105",5,2,3,4,3,,,,35,60,2,3,,,0,,,,,0,,2,,
2009,"1021002611","102100261106",6,2,3,4,3,,,,14,15,2,1,2,40,210000,15000,,0,0,15000,240000,2,,2
2009,"1021002613","102100261301",1,1,,4,2,,41,3,,,,,,,,,,,,,,,,
2009,"1021002613","102100261302",2,2,1,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002702","102100270201",1,2,4,4,2,,36,96,,,,,,,,,,,,,,,,
2009,"1021002702","102100270202",2,2,4,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002702","102100270203",3,2,4,4,3,,,,33,33,2,3,,,200000,20000,40000,0,60000,20000,340000,2,,1
2009,"1021002702","102100270204",4,1,,4,3,,,,31,31,2,3,,,400000,10000,30000,0,0,50000,490000,2,,1
2009,"1021002702","102100270205",5,2,4,4,3,,,,31,31,2,3,,,200000,20000,30000,0,60000,20000,330000,2,,1
2009,"1021002703","102100270301",1,1,,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002703","102100270302",2,2,1,4,2,,31,3,,,,,,,,,,,,,,,,
2009,"1021002703","102100270303",3,2,1,4,3,,,,16,16,2,1,2,30,200000,10000,60600,0,0,24000,294600,2,,3
2009,"1021002703","102100270304",4,2,1,4,3,,,,14,15,2,1,2,30,150000,0,60600,0,0,24000,234600,2,,3
2009,"1021002704","102100270401",1,1,,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"1021002705","102100270501",1,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002705","102100270502",2,1,,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002708","102100270801",1,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021002708","102100270802",2,1,,4,2,,31,3,,,,,,,,,,,,,,,,
2009,"1021002710","102100271001",1,1,,4,2,,16,12,,,,,,,,,,,,,,,,
2009,"1021002710","102100271002",2,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002711","102100271101",1,1,,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"1021002711","102100271102",2,2,1,4,3,,,,36,50,1,3,,,0,,,,,0,,,,
2009,"1021002711","102100271103",3,2,1,4,3,,,,36,50,2,1,,,0,,,,,0,650000,2,,2
2009,"1021002711","102100271104",4,2,1,4,3,,,,31,31,2,3,,,0,,,,,0,750000,2,,3
2009,"1021002711","102100271105",5,2,1,4,3,,,,14,14,2,3,2,30,600000,15000,90000,60000,0,120000,885000,2,,2
2009,"1021002711","102100271106",6,2,1,4,3,,,,17,30,1,1,2,50,210000,12000,30000,30000,0,90000,372000,2,,2
2009,"1021002801","102100280101",1,1,,4,2,,17,9,,,,,,,,,,,,,,,,
2009,"1021002801","102100280102",2,2,1,1,1,7,,,,,,,,,,,,,,,,,,
2009,"1021002801","102100280103",3,2,1,4,3,,,,51,50,2,3,,,800000,15000,14000,48000,,60000,937000,2,,2
2009,"1021002801","102100280104",4,2,1,4,3,,,,34,35,2,3,,,1390000,0,65000,60000,0,60000,1573000,1,4,2
2009,"1021002801","102100280105",5,2,1,4,3,,,,32,33,2,3,,,1700000,,450000,48000,0,18000,1811000,2,,2
2009,"1021002801","102100280106",6,2,1,4,3,,,,30,31,2,1,0.75,15,185000,15000,36000,0,0,100000,336000,2,,3
2009,"1021002801","102100280107",,,,,,,,,,,,,,,,,,,,,,,,
2009,"1021002801","102100280108",8,2,1,4,3,,,,10,11,2,1,0.25,4,121000,25000,27000,0,0,0,173000,2,,2
2009,"1021002801","102100280109",9,2,1,1,3,,,,1,1,2,1,,,0,,,,,0,,,,
2009,"1021002802","102100280201",1,2,2,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002802","102100280202",2,1,,4,2,,51,1,,,,,,,,,,,,,,,,
2009,"1021002802","102100280203",3,2,2,4,3,,,,30,31,2,3,1,20,360000,12000,63000,0,0,108000,543000,2,,3
2009,"1021002802","102100280204",4,2,2,4,3,,,,13,14,2,3,0.2,5,474000,0,86508,0,0,54000,614508,2,,3
2009,"1021002802","102100280207",7,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002803","102100280301",1,1,,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021002804","102100280401",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002804","102100280402",2,1,,4,2,,17,96,,,,,,,,,,,,,,,,
2009,"1021002804","102100280403",3,2,2,1,2,,14,96,,,,,,,,,,,,,,,,
2009,"1021002805","102100280501",1,2,2,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002805","102100280502",2,1,,4,2,,32,13,,,,,,,,,,,,,,,,
2009,"1021002805","102100280503",3,2,2,4,3,,,,33,34,2,2,,,1043000,12000,90000,20000,,250000,1415000,2,,2
2009,"1021002805","102100280504",4,2,2,4,3,,,,17,30,2,2,,,0,,,,,0,,,,
2009,"1021002805","102100280505",5,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002805","102100280506",6,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002805","102100280507",7,2,2,4,2,,34,96,,,,,,,,,,,,,,,,
2009,"1021002805","102100280508",8,2,2,4,2,,33,3,,,,,,,974000,16000,78800,40000,,130000,1238800,2,,2
2009,"1021002805","102100280509",9,2,2,4,3,,,,31,32,2,2,,,745300,,80600,22000,,205000,1052900,2,,2
2009,"1021002805","102100280512",12,2,2,4,2,,17,12,,,,,,,,,,,,,,,,
2009,"1021002807","102100280701",1,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002807","102100280702",2,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002810","102100281001",1,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002810","102100281003",3,2,1,4,3,,,,13,14,2,1,2,30,119000,12000,75000,0,0,32400,238400,2,,3
2009,"1021002810","102100281004",4,2,1,4,3,,,,12,13,2,1,2,30,119000,10000,75000,0,0,32400,129300,2,,3
2009,"1021002810","102100281005",5,2,1,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002810","102100281006",6,2,1,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002810","102100281007",7,2,1,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002810","102100281008",8,2,1,1,3,,,,1,10,2,1,1,20,120000,11000,45000,0,0,9000,185000,2,,3
2009,"1021002810","102100281010",10,2,1,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021002901","102100290101",1,2,2,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002901","102100290102",2,1,,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002901","102100290104",4,2,2,3,3,,,,1,10,4,1,0.25,5,,,10000,0,0,12000,162000,2,,1
2009,"1021002903","102100290301",1,2,2,4,2,,34,3,,,,,,,,,,,,,,,,
2009,"1021002903","102100290302",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021002903","102100290305",5,2,2,4,3,,,,13,14,2,1,1,15,51000,10000,10000,0,0,0,71000,2,,3
2009,"1021002905","102100290501",1,2,3,4,2,,41,1,,,,,,,,,,,,,,,,
2009,"1021002905","102100290502",2,2,3,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002905","102100290503",3,1,,4,2,,51,12,,,,,0,30,105000,10000,7200,0,0,8800,131000,1,1,2
2009,"1021002905","102100290504",4,2,3,4,3,,,,,,1,1,,,0,,,,,0,,,,
2009,"1021002906","102100290601",1,1,,4,2,,22,3,,,,,,,,,,,,,,,,
2009,"1021002906","102100290602",2,1,,4,3,,,,36,40,1,1,2,30,1280000,0,300000,332800,0,480000,2092800,2,,3
2009,"1021002906","102100290603",3,2,1,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002906","102100290604",4,2,1,4,3,,,,36,40,1,1,2,30,1280000,0,200000,332800,0,350000,2162800,2,,3
2009,"1021002906","102100290605",5,2,1,3,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021002906","102100290606",6,2,1,4,3,,,,11,11,2,1,0,20,0,0,0,0,0,0,,2,,3
2009,"1021002906","102100290607",7,2,1,4,3,,,,14,14,2,1,0,30,80000,20000,80000,0,0,120000,300000,2,,2
2009,"1021002910","102100291001",1,1,,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021002910","102100291002",2,2,1,4,2,,32,12,,,,,,,,,,,,,,,,
2009,"1021002910","102100291003",3,2,1,4,3,,,,13,14,2,3,1,15,90000,15000,31500,0,0,9000,145500,1,3,3
2009,"1021002910","102100291004",4,2,1,4,3,,,,13,14,2,3,1,15,180000,15000,31500,0,0,9000,235500,2,,3
2009,"1021002910","102100291005",5,2,1,4,3,,,,10,11,2,3,1,15,150000,15000,30000,0,0,9000,20400,,,
2009,"1021003003","102100300301",1,2,2,4,2,,33,3,,,,,,,,,,,,,,,,
2009,"1021003003","102100300302",2,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021003004","102100300401",1,1,,1,2,,15,96,,,,,,,,,,,,,,,,
2009,"1021003101","102100310101",1,1,,2,1,8,,,,,,,,,,,,,,,,,,
2009,"1021003101","102100310102",2,2,1,4,2,,36,3,,,,,,,,,,,,,,,,
2009,"1021003101","102100310103",3,2,1,4,2,,61,1,,,,,,,,,,,,,1249000,2,,
2009,"1021003101","102100310104",4,1,,4,3,,,,16,30,2,2,,,,,,,,,600000,2,,
2009,"1021003101","102100310105",5,2,1,4,3,,,,14,14,2,2,,,0,,,,,0,,,,
2009,"1021003101","102100310106",6,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021003103","102100310301",1,1,,4,2,,61,3,,,,,,,,,,,,,,,,
2009,"1021003103","102100310302",2,1,,4,3,,,,61,60,1,3,,0,1600000,0,100000,0,800000,100000,2600000,2,,3
2009,"1021003103","102100310303",3,1,,4,3,,,,35,60,1,3,,0,1300000,0,100000,0,800000,100000,2300000,2,,3
2009,"1021003103","102100310304",4,1,,4,3,,,,33,34,1,2,,0,600000,60000,60000,0,0,100000,820000,2,,2
2009,"1021003103","102100310305",5,1,,4,2,,17,3,,,,,,,,,,,,,,,,
2009,"1021003104","102100310401",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"1021003104","102100310402",2,2,1,4,3,,,,32,33,4,1,1,20,0,0,0,0,0,0,,2,,2
2009,"102100310402","10210031040201",1,1,,1,1,8,,,,,,,,,,,,,,,,,,
2009,"102100310402","10210031040203",3,2,1,4,3,,,,12,13,1,1,1.5,60,60000,13000,0,0,0,0,73000,1,1,3
2009,"1021003104","102100310403",3,2,1,4,2,,15,3,,,,,,,,,,,,,,,,
2009,"1021003104","102100310404",4,2,1,4,2,,,,13,14,2,1,3.5,40,,,,,,,210000,2,,2
2009,"1021003104","102100310405",5,2,1,4,3,,,,1,10,2,1,0.1,5,,,,,,,450000,2,,2
2009,"102100310407","10210031040701",1,1,,4,2,,31,,,,,,,,,,,,,,,,,
2009,"102100310407","10210031040702",2,1,,4,2,,61,,,,,,,,,,,,,,,,,
2009,"102100310407","10210031040704",4,2,2,4,3,,,,14,15,2,2,30,,600000,0,70700,0,0,90000,760700,2,,1
2009,"102100310407","10210031040705",5,2,2,4,3,,,,10,10,2,2,30,,600000,0,20000,0,0,90000,710000,2,,1
2009,"102100310407","10210031040706",6,2,2,1,3,,,,1,1,2,1,30,,150000,0,18000,0,0,20000,188000,2,,1
2009,"102100310407","10210031040707",7,2,2,4,3,,,,14,15,1,1,2,,15000,15000,36000,0,0,0,66000,1,1,2
2009,"1021003109","102100310901",1,2,2,4,2,,51,3,,,,,,,,,,,,,,,,
2009,"1021003109","102100310902",2,1,,4,2,,32,3,,,,,,,,,,,,,,,,
2009,"1021003109","102100310903",3,2,2,4,3,,,,51,50,1,1,6,60,1800000,0,80000,300000,0,100000,2280000,2,,3
2009,"1021003109","102100310904",4,2,2,4,3,,,,35,60,1,1,1,30,1680000,0,100000,0,600000,100000,2480000,2,,3
