"year","HHID","h15cq2","h15cq3","h15cq4","h15cq5","h15cq6","h15cq7","h15cq8","h15cq9","h15cq10"
2009,"1113000103",310,66,,,,,16,11200,700
2009,"1113000103",451,85,5,500,,,,,100
2009,"1113000103",452,47,6,9600,,,,,1600
2009,"1113000103",455,,,4000,,,,,
2009,"1113000103",457,84,2,2400,,,,,1200
2009,"1113000103",461,,,18000,,,,,
2009,"1113000103",463,,,120000,,,,,
2009,"1113000103",465,,,20000,,,,,
2009,"1113000103",467,,,7000,,,,,
2009,"1113000103",502,,,5000,,,,,
2009,"1113000103",503,,,40000,,,,,
2009,"1113000103",603,,,50000,,,,60000,
2009,"1113000103",604,,,10000,,,,,
2009,"1113000104",302,,,,,20000,,,
2009,"1113000104",305,,,,,,,6000,
2009,"1113000104",308,3,3,12000,,,,,4000
2009,"1113000104",310,66,,,10,5000,,,500
2009,"1113000104",451,85,4,400,,,,,100
2009,"1113000104",453,48,8,4000,,,,,500
2009,"1113000104",457,84,2,1600,,,,,800
2009,"1113000104",467,,,4000,,,,,
2009,"1113000104",502,,,4500,,,,,
2009,"1113000104",503,,,35000,,,,,
2009,"1113000105",302,,,,,4000,,,
2009,"1113000105",308,4,30,3000,,,,,100
2009,"1113000105",451,85,5,250,,,,,50
2009,"1113000105",452,47,3,3600,,,,,1200
2009,"1113000105",457,84,1,1000,,,,,1000
2009,"1113000105",502,,,70000,,,,,
2009,"1113000106",302,,,,,30000,,,
2009,"1113000106",303,,,,,,,20000,
2009,"1113000106",308,4,20,2000,,,,,100
2009,"1113000106",451,85,8,400,,,,,50
2009,"1113000106",452,85,4,6000,,,,,1500
2009,"1113000106",457,85,4,6000,,,,,1500
2009,"1113000106",463,,,20000,,,,,
2009,"1113000106",465,,,40000,,,,,
2009,"1113000106",467,,,16000,,,,,
2009,"1113000106",502,,,240000,,,,,
2009,"1113000106",603,,,30000,,,,,
2009,"1113000107",302,,,,,60000,,,
2009,"1113000107",305,,,,,,,54000,
2009,"1113000107",308,3,12,30000,,,,,2500
2009,"1113000107",310,66,,,,,15,7500,500
2009,"1113000107",451,85,20,2000,,,,,100
2009,"1113000107",452,47,6,8000,,,,,1500
2009,"1113000107",455,,,3000,,,,,
2009,"1113000107",457,84,2,2400,,,,,1200
2009,"1113000107",461,,,20000,,,,,
2009,"1113000107",462,,,20000,,,,,
2009,"1113000107",467,,,10000,,,,,
2009,"1113000107",503,,,75000,,,,,
2009,"1113000107",604,,,4500,,,,,
2009,"1113000108",302,,,,,35000,,,
2009,"1113000108",304,,,30000,,,,,
2009,"1113000108",308,3,1,4000,,,,,4000
2009,"1113000108",451,85,10,1000,,,,,100
2009,"1113000108",452,47,4,6400,,,,,1600
2009,"1113000108",455,,,2000,,,,,
2009,"1113000108",457,84,3,3300,,,,,1100
2009,"1113000108",467,,,20000,,,,,
2009,"1113000108",502,,,25000,,,,,
2009,"1113000108",503,,,50000,,,,,
2009,"1113000108",604,,,5000,,,,,
2009,"1113000109",302,,,,,300000,,,
2009,"1113000109",308,3,4,10800,,,,,2600
2009,"1113000109",310,66,20,40000,,,,,2000
2009,"1113000109",451,54,4,400,,,,,100
2009,"1113000109",452,47,5,6000,,,,,1200
2009,"1113000109",453,46,3,3000,,,,,1000
2009,"1113000109",454,,,2000,,,,,
2009,"1113000109",455,,,4000,,,,,
2009,"1113000109",456,,,12000,,,,,
2009,"1113000109",457,84,3,3000,,,,,1000
2009,"1113000109",458,,,6000,,,,,
2009,"1113000109",461,,,30000,,,,,
2009,"1113000109",462,,,70000,,,,,
2009,"1113000109",463,,,20000,,,,,
2009,"1113000109",467,,,20000,,,,,
2009,"1113000109",502,,,40000,,,,,
2009,"1113000109",503,,,13000,,,,,
2009,"1113000109",603,,,83000,,,,,
2009,"1113000109",604,,,12000,,,,,
2009,"1113000110",302,,,,,20000,,,
2009,"1113000110",304,,,10000,,,,,
2009,"1113000110",308,3,2,6000,,,,,3000
2009,"1113000110",451,85,5,500,,,,,100
2009,"1113000110",452,47,4,8000,,,,,2000
2009,"1113000110",455,,,2500,,,,,
2009,"1113000110",457,84,4,8000,,,,,2000
2009,"1113000110",467,,,33600,,,,,
2009,"1113000301",301,,,25000,,,,,
2009,"1113000301",305,,,12000,,,,,
2009,"1113000301",310,,,30000,,,,,
2009,"1113000301",451,85,4,200,,,,,50
2009,"1113000301",452,47,1,1200,,,,,1200
2009,"1113000301",457,84,2,2000,,,,,1000
2009,"1113000301",465,,,3000,,,,,
2009,"1113000301",502,,,12000,,,,,
2009,"1113000302",301,,,15000,,,,,
2009,"1113000302",305,,,,,,,36000,
2009,"1113000302",308,3,2,5000,,,,,2500
2009,"1113000302",309,12,0.5,7500,,,,,15000
2009,"1113000302",310,64,,,15,15000,,,1000
2009,"1113000302",451,54,1,500,,,,,500
2009,"1113000302",452,47,2,2400,,,,,1200
2009,"1113000302",453,48,1,1200,,,,,1200
2009,"1113000302",454,,,750,,,,,
2009,"1113000302",455,,,6000,,,,,
2009,"1113000302",456,,,10000,,,,,
2009,"1113000302",457,84,2,2000,,,,,1000
2009,"1113000302",463,,,10000,,,,,
2009,"1113000302",465,,,6000,,,,,
2009,"1113000302",467,,,6000,,,,,
2009,"1113000302",502,,,47000,,,,,
2009,"1113000302",604,,,4000,,,,,
2009,"111300030203",302,,,,,70000,,,
2009,"111300030203",305,,,,,,,12000,
2009,"111300030203",308,3,3,7800,,,,,
2009,"111300030203",310,66,,,,,30,45000,1500
2009,"111300030203",451,85,10,500,,,,,50
2009,"111300030203",452,47,4,4800,,,,,1200
2009,"111300030203",454,,,4000,,,,,
2009,"111300030203",455,,,5000,,,,,
2009,"111300030203",457,84,3,3000,,,,,1000
2009,"111300030203",458,,,2400,,,,,
2009,"111300030203",462,,,40000,,,,,
2009,"111300030203",467,,,30000,,,,,
2009,"111300030203",502,,,4500,,,,,
2009,"111300030203",601,,,6000,,,,,
2009,"111300030203",603,,,180000,,,,,
2009,"111300030203",604,,,2100,,,,,
2009,"1113000303",302,,,,,5000,,,
2009,"1113000303",305,,,,,,,6000,
2009,"1113000303",308,26,2,2000,,,,,1000
2009,"1113000303",310,66,,,,,8,16000,2000
2009,"1113000303",451,85,4,200,,,,,50
2009,"1113000303",452,47,2,2400,,,,,1200
2009,"1113000303",454,,,1000,,,,,
2009,"1113000303",455,,,1000,,,,,
2009,"1113000303",457,84,1,1000,,,,,1000
2009,"1113000303",461,,,1000,,,,,
2009,"1113000303",503,,,9500,,,,,
2009,"1113000303",604,,,3000,,,,,
2009,"1113000304",302,,,,,5000,,,
2009,"1113000304",305,,,,,,,3000,
2009,"1113000304",308,3,1,2500,,,,,2500
2009,"1113000304",451,85,4,200,,,,,50
2009,"1113000304",452,47,1,1200,,,,,1200
2009,"1113000304",465,,,5000,,,,,
2009,"1113000304",503,,,5000,,,,,
2009,"1113000305",302,,,,,30000,,,
2009,"1113000305",304,,,,,,,18000,
2009,"1113000305",308,3,4,8000,,,,,2000
2009,"1113000305",310,66,,,,,10,5000,500
2009,"1113000305",451,85,4,400,,,,,100
2009,"1113000305",452,47,4,5600,,,,,1400
2009,"1113000305",454,,,2000,,,,,
2009,"1113000305",455,,,2000,,,,,
2009,"1113000305",457,84,1,1000,,,,,1000
2009,"1113000305",461,,,5000,,,,,
2009,"1113000305",463,,,24000,,,,,
2009,"1113000305",464,,,25000,,,,,
2009,"1113000305",465,,,8000,,,,,
2009,"1113000305",467,,,5000,,,,,
2009,"1113000305",503,,,18500,,,,,
2009,"1113000305",504,,,80000,,,,,
2009,"1113000305",604,,,8000,,,,,
2009,"1113000306",302,,,,,8000,,,
2009,"1113000306",307,,,,,,,,200
2009,"1113000306",308,4,60,12000,,,,,
2009,"1113000306",451,85,12,600,,,,,50
2009,"1113000306",452,47,1,1200,,,,,1200
2009,"1113000306",501,,,58500,,,,,
2009,"1113000308",302,,,,,10000,,,
2009,"1113000308",308,4,30,6000,,,,,200
2009,"1113000308",451,85,10,500,,,,,50
2009,"1113000308",452,47,4,4000,,,,,1000
2009,"1113000308",457,84,1,1000,,,,,1000
2009,"1113000308",463,,,3000,,,,,
2009,"1113000308",467,,,5000,,,,,
2009,"111300030801",302,,,,,10000,,,
2009,"111300030801",305,,,,,,,12000,
2009,"111300030801",308,3,5.7,11970,,,,,2100
2009,"111300030801",310,66,6,12000,,,,,2000
2009,"111300030801",451,54,8,400,,,,,800
2009,"111300030801",453,47,3,4500,,,,,1500
2009,"111300030801",454,,,1000,,,,,
2009,"111300030801",455,,,3000,,,,,
2009,"111300030801",457,84,1,1000,,,,,1000
2009,"111300030801",459,,,20000,,,,,
2009,"111300030801",465,,,2000,,,,,
2009,"111300030801",467,,,4000,,,,,
2009,"111300030801",502,,,17000,,,,,
2009,"111300030801",603,,,96000,,,,,
2009,"111300030801",604,,,3000,,,,,
2009,"1113000310",302,,,,,4000,,,
2009,"1113000310",305,,,,,,,30000,
2009,"1113000310",308,26,4,2400,,,,,600
2009,"1113000310",310,66,,,,,16,24000,1500
2009,"1113000310",451,85,8,400,,,,,50
2009,"1113000310",452,47,4,4800,,,,,1200
2009,"1113000310",455,,,3000,,,,,
2009,"1113000310",457,84,1,1000,,,,,1000
2009,"1113000310",461,,,7000,,,,,
2009,"1113000310",463,,,3000,,,,,
2009,"1113000310",465,,,20000,,,,,
2009,"1113000310",467,,,20000,,,,,
2009,"1113000310",503,,,37000,,,,,
2009,"1113000310",604,,,5000,,,,,
2009,"1113000311",302,,,,,20000,,,
2009,"1113000311",308,3,2,6000,,,,,3000
2009,"1113000311",451,84,5,250,,,,,50
2009,"1113000311",452,47,5,6000,,,,,1200
2009,"1113000311",453,48,1,1000,,,,,1000
2009,"1113000311",454,,,1000,,,,,
2009,"1113000311",455,,,3000,,,,,
2009,"1113000311",457,84,1,1000,,,,,
2009,"1113000311",461,,,16000,,,,,
2009,"1113000311",463,,,4000,,,,,
2009,"1113000311",465,,,10000,,,,,
2009,"1113000311",467,,,5000,,,,,
2009,"1113000311",502,,,1000,,,,,
2009,"1113000501",302,,,,,5000,,,
2009,"1113000501",451,85,12,600,,,,,50
2009,"1113000501",452,47,1,1200,,,,,1200
2009,"1113000501",502,,,5000,,,,,
2009,"1113000502",302,,,,,15000,,,
2009,"1113000502",305,,,,,,,24000,
2009,"1113000502",308,3,1,2000,,,,,2000
2009,"1113000502",310,66,,,,,6,12000,2000
2009,"1113000502",451,85,4,200,,,,,50
2009,"1113000502",452,47,4,4800,,,,,1200
2009,"1113000502",454,,,1000,,,,,
2009,"1113000502",455,,,3500,,,,,
2009,"1113000502",457,84,1,1000,,,,,1000
2009,"1113000502",463,,,1000,,,,,
2009,"1113000502",465,,,2000,,,,,
2009,"1113000502",503,,,5000,,,,,
2009,"1113000502",604,,,17500,,,,,
2009,"1113000504",302,,,,,15000,,,
2009,"1113000504",304,,,2000,,,,,
2009,"1113000504",308,3,1,2500,,,,,2500
2009,"1113000504",310,64,10,10000,,,,,1000
2009,"1113000504",451,85,4,200,,,,,500
2009,"1113000504",452,47,2,2800,,,,,1400
2009,"1113000504",454,,,1000,,,,,
2009,"1113000504",455,,,2500,,,,,
2009,"1113000504",457,84,1,800,,,,,800
2009,"1113000504",462,,,10000,,,,,
2009,"1113000504",465,,,3000,,,,,
2009,"1113000504",467,,,5000,,,,,
2009,"1113000504",502,,,5000,,,,,
2009,"1113000505",308,3,2,4800,,,,,2400
2009,"1113000505",310,66,,,,,8,8000,1000
2009,"1113000505",451,54,1,350,,,,,350
2009,"1113000505",452,47,1,1300,,,,,1300
2009,"1113000505",453,46,1,1000,,,,,1000
2009,"1113000505",454,,,800,,,,,
2009,"1113000505",455,,,1500,,,,,
2009,"1113000505",457,84,2,2000,,,,,1000
2009,"1113000505",462,,,81000,,,,,
2009,"1113000505",467,,,30000,,,,,
2009,"1113000505",502,,,5000,,,,,
2009,"1113000505",503,,,15000,,,,,
2009,"1113000505",604,,,2000,,,,,
2009,"1113000506",302,,,,,10000,,,
2009,"1113000506",305,,,,,,,6000,
2009,"1113000506",308,4,15,3000,,,,,200
2009,"1113000506",310,66,,,,,7,10500,1500
2009,"1113000506",451,85,4,200,,,,,50
2009,"1113000506",452,47,4,4800,,,,,1200
2009,"1113000506",454,,,1000,,,,,
2009,"1113000506",455,,,1000,,,,,
2009,"1113000506",457,84,1,1000,,,,,1000
2009,"1113000506",461,,,2500,,,,,
2009,"1113000506",604,,,1000,,,,,
2009,"1113000507",302,,,,,5000,,,
2009,"1113000507",308,4,30,3000,,,,,100
2009,"1113000507",451,85,10,500,,,,,50
2009,"1113000507",452,47,2,3000,,,,,1500
2009,"1113000507",457,84,1,1000,,,,,1000
2009,"1113000507",502,,,55000,,,,,
2009,"1113000508",303,,,,,,,5000,
2009,"1113000508",305,,,,,,,12000,
2009,"1113000508",308,3,1,2000,,,,,2000
2009,"1113000508",310,66,,,,,15,7500,500
2009,"1113000508",451,85,4,200,,,,,50
2009,"1113000508",452,48,4,1600,,,,,400
2009,"1113000508",454,,,1000,,,,,
2009,"1113000508",455,,,2000,,,,,
2009,"1113000508",457,84,1,,,,,,1000
2009,"1113000508",502,,,1000,,,,,
2009,"1113000508",604,,,3000,,,,,
2009,"1113000509",302,,,,,10000,,,
2009,"1113000509",304,,,140000,,,,,
2009,"1113000509",305,,,,,,,6300,
2009,"1113000509",308,3,1,2100,,,,,2100
2009,"1113000509",310,66,,,,,7,14000,2000
2009,"1113000509",451,54,1,500,,,,,500
2009,"1113000509",452,47,4,4800,,,,,1200
2009,"1113000509",454,,,2400,,,,,
2009,"1113000509",455,,,5000,,,,,
2009,"1113000509",457,84,2,2000,,,,,1000
2009,"1113000509",461,,,7500,,,,,
2009,"1113000509",462,,,72800,,,,,
2009,"1113000509",465,,,,,,,36000,
2009,"1113000509",467,,,28000,,,,,
2009,"1113000509",503,,,56000,,,,,
2009,"1113000509",601,,,10000,,,,,
2009,"1113000509",604,,,8000,,,,,
2009,"1113000510",302,,,,,25000,,,
2009,"1113000510",305,,,,,,,24000,
2009,"1113000510",308,3,2,4000,,,,,2000
2009,"1113000510",310,66,,,,,10,10000,1000
2009,"1113000510",451,85,8,400,,,,,50
2009,"1113000510",452,47,4,5600,,,,,1400
2009,"1113000510",453,46,2,2600,,,,,1300
2009,"1113000510",454,,,1000,,,,,
2009,"1113000510",455,,,4000,,,,,
2009,"1113000510",457,84,2,2000,,,,,1000
2009,"1113000510",459,,,2000,,,,,
2009,"1113000510",461,,,45000,,,,,
2009,"1113000510",462,,,48000,,,,,
2009,"1113000510",463,,,80000,,,,,
2009,"1113000510",464,,,40000,,,,,
2009,"1113000510",467,,,30000,,,,,
2009,"1113000510",503,,,90000,,,,,
2009,"1113000510",604,,,4000,,,,,
2009,"111300051004",303,,,,,,,8000,
2009,"111300051004",305,,,,,,,6000,
2009,"111300051004",308,4,30,3000,,,,,100
2009,"111300051004",310,66,,,,,7,7000,1000
2009,"111300051004",451,85,8,400,,,,,50
2009,"111300051004",452,48,12,3600,,,,,300
2009,"111300051004",454,,,1000,,,,,
2009,"111300051004",455,,,2000,,,,,
2009,"111300051004",457,84,2,2000,,,,,1000
2009,"111300051004",461,,,5000,,,,,
2009,"111300051004",467,,,5000,,,,,
2009,"111300051004",604,,,1000,,,,,
2009,"1121000101",302,,,,,5000,,,
2009,"1121000101",305,,,1000,,,,,
2009,"1121000101",308,4,28,2800,,,,,100
2009,"1121000101",451,85,16,800,,,,,50
2009,"1121000101",452,47,2,3600,,,,,1800
2009,"1121000101",465,,,8000,,,,,
2009,"1121000101",502,,,4000,,,,,
2009,"1121000103",302,,,,,5000,,,
2009,"1121000103",305,,,,,,,1000,
2009,"1121000103",308,4,20,2000,,,,,100
2009,"1121000103",310,66,,,,,2,1000,500
2009,"1121000103",451,54,4,400,,,,,100
2009,"1121000103",452,47,1,800,,,,,800
2009,"1121000103",467,,,5000,,,,,
2009,"1121000103",502,,,2000,,,,,
2009,"1121000104",302,,,,,5000,,,
2009,"1121000104",308,4,30,3000,,,,,100
2009,"1121000104",309,21,30,30000,,,,,1000
2009,"1121000104",451,85,4,200,,,,,50
2009,"1121000104",452,47,1,1200,,,,,1200
2009,"1121000104",502,,,3000,,,,,
2009,"1121000105",302,,,,,10000,,,
2009,"1121000105",305,,,,,,,6000,
2009,"1121000105",308,4,40,4000,,,,,100
2009,"1121000105",309,13,,,,,0.3,26667,8000
2009,"1121000105",310,66,,,,,4,3000,750
2009,"1121000105",451,85,4,200,,,,,50
2009,"1121000105",452,47,2,2000,,,,,1000
2009,"1121000105",454,,,1000,,,,,
2009,"1121000105",455,,,750,,,,,
2009,"1121000105",457,84,2,2000,,,,,1000
2009,"1121000107",302,,,,,80000,,,
2009,"1121000107",304,,,6000,,,,,
2009,"1121000107",305,,,1000,,,,,
2009,"1121000107",308,3,3,5750,,,,,1750
2009,"1121000107",310,64,,,,,30,12000,400
2009,"1121000107",451,54,8,400,,,,,50
2009,"1121000107",452,47,1.5,1800,,,,,1200
2009,"1121000107",453,46,4,7200,,,,,1800
2009,"1121000107",454,,,1600,,,,,
2009,"1121000107",455,,,6000,,,,,
2009,"1121000107",457,84,4,3600,,,,,900
2009,"1121000107",458,,,4800,,,,,
2009,"1121000107",459,,,9000,,,,,
2009,"1121000107",462,,,112000,,,,,
2009,"1121000107",463,,,20000,,,,,
2009,"1121000107",467,,,15000,,,,,
2009,"1121000107",502,,,8000,,,,,
2009,"1121000107",503,,,26000,,,,,
2009,"1121000107",604,,,7000,,,,,
2009,"1121000108",302,,,,,150000,,,
2009,"1121000108",308,4,30,6000,,,,,200
2009,"1121000108",451,85,4,200,,,,,50
2009,"1121000108",452,47,4,9600,,,,,2400
2009,"1121000108",454,,,2000,,,,,
2009,"1121000108",457,84,2,2000,,,,,1000
2009,"1121000108",462,,,80000,,,,,
2009,"1121000108",463,,,10000,,,,,
2009,"1121000108",465,,,16000,,,,,
2009,"1121000108",467,,,20000,,,,,
2009,"1121000108",502,,,10000,,,,,
2009,"1121000109",308,4,15,4500,,,,,
2009,"1121000109",310,,,,66,2000,,,
2009,"1121000109",451,53,10,500,,,,,50
2009,"1121000109",452,85,1,1300,,,,,
2009,"1121000109",454,,,700,,,,,
2009,"1121000109",455,,,1000,,,,,
2009,"1121000109",467,,,1000,,,,,
2009,"1121000109",502,,,23000,,,,,
2009,"1121000109",503,,,10000,,,,,
2009,"1121000109",604,,,400,,,,,
2009,"1121000110",302,,,,,90000,,,
2009,"1121000110",305,,,500,,,,9000,
2009,"1121000110",308,,,20000,,,,,
2009,"1121000110",310,64,,,,,60,30000,500
2009,"1121000110",451,85,1,,,,1,50,50
2009,"1121000110",452,47,12,20400,,,,,1700
2009,"1121000110",454,,,1700,,,,,
2009,"1121000110",455,,,3000,,,,,
2009,"1121000110",457,84,3,10500,,,,,3500
2009,"1121000110",463,,,7000,,,,,
2009,"1121000110",467,,,6000,,,,,
2009,"1121000110",502,,,49000,,,,1000000,
2009,"1121000110",603,,,,,,,24000,
2009,"1121000110",604,,,1000,,,,,
2009,"1121000111",301,,,20000,,,,,
2009,"1121000111",308,3,0.25,500,,,,,2000
2009,"1121000111",451,85,2,100,,,,,50
2009,"1121000111",452,47,1,1200,,,,,1200
2009,"1121000111",454,,,1400,,,,,
2009,"1121000111",455,,,500,,,,,
2009,"1121000111",457,84,1,1000,,,,,1000
2009,"1121000111",467,,,15000,,,,,
2009,"1121000111",604,,,1000,,,,,
2009,"1123000301",302,,,,,10000,,,
2009,"1123000301",305,,,,,,,9000,
2009,"1123000301",308,4,20,2000,,,,,100
2009,"1123000301",310,66,,,,,10,5000,500
2009,"1123000301",451,85,4,400,,,,,100
2009,"1123000301",452,48,8,2800,,,,,350
2009,"1123000301",455,,,1500,,,,,
2009,"1123000301",461,,,8000,,,,,
2009,"1123000301",604,,,1000,,,,,
2009,"112300030102",303,,,,,,,30000,
2009,"112300030102",305,,,,,,,10000,
2009,"112300030102",306,,,,,,,5000,
2009,"112300030102",308,3,1,3000,,,,,3000
2009,"112300030102",451,85,5,500,,,,,100
2009,"112300030102",452,47,2,2400,,,,,1200
2009,"112300030102",453,46,4,6000,,,,,1500
2009,"112300030102",454,,,4000,,,,,
2009,"112300030102",455,,,2500,,,,,
2009,"112300030102",463,,,35000,,,,,
2009,"112300030102",465,,,14000,,,,,
2009,"112300030102",467,,,12000,,,,,
2009,"112300030102",502,,,20000,,,,,
2009,"112300030102",602,,,8000,,,,,
2009,"112300030102",604,,,7000,,,,,
2009,"1123000302",302,,,,,5000,,,
2009,"1123000302",308,4,30,15000,,,,,500
2009,"1123000302",451,85,8,400,,,,,50
2009,"1123000302",452,47,4,5200,,,,,1300
2009,"1123000302",457,84,1,1000,,,,,1000
2009,"1123000302",461,,,6000,,,,,
2009,"1123000302",464,,,3000,,,,,
2009,"1123000302",502,,,8500,,,,,
2009,"1123000302",604,,,1500,,,,,
2009,"1123000303",302,,,,,10000,,,
2009,"1123000303",305,,,250,,,,,
2009,"1123000303",308,2,1.5,1500,,,,,1000
2009,"1123000303",451,85,4,200,,,,,50
2009,"1123000303",452,47,4,4800,,,,,1200
2009,"1123000303",453,48,2,2000,,,,,1000
2009,"1123000303",454,,,1000,,,,,
2009,"1123000303",457,84,3,1500,,,,,500
2009,"1123000303",467,,,10000,,,,,
2009,"1123000303",502,,,8000,,,,,
2009,"1123000305",302,,,,,50000,,,
2009,"1123000305",304,,,25000,,,,,
2009,"1123000305",305,,,,,,,50,
2009,"1123000305",308,26,4,6000,,,,,1500
2009,"1123000305",310,64,,,30,30000,,,1000
2009,"1123000305",451,85,5,250,,,,,50
2009,"1123000305",452,47,3,3600,,,,,1200
2009,"1123000305",454,,,5000,,,,,
2009,"1123000305",455,,,3000,,,,,
2009,"1123000305",457,84,2,2000,,,,,1000
2009,"1123000305",463,,,11000,,,,,
2009,"1123000305",465,,,2500,,,,,
2009,"1123000305",467,,,18000,,,,,
2009,"1123000305",502,,,12500,,,,,
2009,"1123000305",504,,,30000,,,,,
2009,"1123000305",604,,,2000,,,,,
2009,"1123000306",302,,,,,5000,,,
2009,"1123000306",305,,,,,,,12000,
2009,"1123000306",308,4,45,4500,,,,,100
2009,"1123000306",309,22,10,20000,,,,,2000
2009,"1123000306",310,66,20,20000,,,,,1000
2009,"1123000306",451,85,8,800,,,,,100
2009,"1123000306",452,47,2,2000,,,,,1000
2009,"1123000306",454,,,1000,,,,,
2009,"1123000306",455,,,1500,,,,,
2009,"1123000306",463,,,20000,,,,,
2009,"1123000306",468,,,1000,,,,,
2009,"1123000306",502,,,700,,,,,
2009,"1123000306",503,,,25000,,,,,
2009,"1123000306",604,,,3000,,,,,
2009,"1123000307",302,,,,,10000,,,
2009,"1123000307",305,,,250,,,,,
2009,"1123000307",308,3,2,4000,,,,,2000
2009,"1123000307",310,66,,,,,15,15000,1000
2009,"1123000307",451,85,8,400,,,,,50
2009,"1123000307",452,48,8,2400,,,,,300
2009,"1123000307",454,,,1000,,,,,
2009,"1123000307",455,,,1000,,,,,
2009,"1123000307",457,84,1,1000,,,,,1000
2009,"1123000307",461,,,16000,,,,,
2009,"1123000307",463,,,15000,,,,,
2009,"1123000307",604,,,1500,,,,,
2009,"1123000308",302,,,,,30000,,,
2009,"1123000308",305,,,250,,,,,
2009,"1123000308",308,3,2,5200,,,,,2600
2009,"1123000308",310,66,,,,,30,30000,1000
2009,"1123000308",451,85,4,200,,,,,50
2009,"1123000308",452,47,4,4000,,,,,1000
2009,"1123000308",453,46,2,3000,,,,,1500
2009,"1123000308",455,,,1500,,,,3000,
2009,"1123000308",457,84,1,1000,,,,,1000
2009,"1123000308",461,,,3500,,,,,
2009,"1123000308",463,,,19000,,,,,
2009,"1123000308",465,,,8000,,,,,
2009,"1123000308",467,,,15000,,,,,
2009,"1123000308",502,,,4500,,,,,
2009,"1123000308",604,,,2000,,,,,
2009,"1123000309",302,,,,,8000,,,
2009,"1123000309",305,,,250,,,,,
2009,"1123000309",308,3,2,5200,,,,,2600
2009,"1123000309",310,66,,,,,10,10000,1000
2009,"1123000309",451,85,8,400,,,,,50
2009,"1123000309",452,47,4,5200,,,,,1300
2009,"1123000309",454,,,1000,,,,,
2009,"1123000309",455,,,3000,,,,,
2009,"1123000309",457,84,1.5,2500,,,,,1000
2009,"1123000309",463,,,4000,,,,,
2009,"1123000309",467,,,3000,,,,,
2009,"1123000309",604,,,1000,,,,,
2009,"1123000310",302,,,,,10000,,,
2009,"1123000310",305,,,250,,,,,
2009,"1123000310",308,26,3,2400,,,,,800
2009,"1123000310",451,85,8,800,,,,,100
2009,"1123000310",452,47,4,8800,,,,,2200
2009,"1123000310",453,,,,,,,,1000
2009,"1123000310",454,,,3000,,,,,
2009,"1123000310",455,,,3000,,,,,
2009,"1123000310",457,84,3,3000,,,,,1000
2009,"1123000310",467,,,5000,,,,,
2009,"1123000310",502,,,310000,,,,,
2009,"1123000310",604,,,6000,,,,,
2009,"1123000311",302,,,,,5000,,,
2009,"1123000311",305,,,250,,,,,
2009,"1123000311",308,26,2,1400,,,,,700
2009,"1123000311",451,85,5,250,,,,,50
2009,"1123000311",452,47,2,2400,,,,,1200
2009,"1123000311",455,,,1000,,,,,
2009,"1123000311",463,,,4500,,,,,
2009,"1123000311",465,,,2000,,,,,
2009,"1123000311",467,,,2000,,,,,
2009,"1123000311",502,,,1000,,,,,
2009,"1123000603",302,,,,,40000,,,
2009,"1123000603",305,,,6000,,,,,
2009,"1123000603",308,3,1,2000,,,,,2000
2009,"1123000603",310,66,,,4,4000,,,1000
2009,"1123000603",451,54,10,1000,,,,,100
2009,"1123000603",452,47,2,2000,,,,,1000
2009,"1123000603",454,,,1600,,,,,
2009,"1123000603",457,84,5,4000,,,,,800
2009,"1123000603",463,,,65000,,,,,
2009,"1123000603",465,,,20000,,,,,
2009,"1123000603",467,,,10000,,,,,
2009,"1123000603",468,,,5000,,,,,
2009,"1123000603",502,,,10000,,,,,
2009,"1123000605",302,,,,,20000,,,
2009,"1123000605",305,,,,,,,2400,
2009,"1123000605",308,3,2.5,4250,,,,,1700
2009,"1123000605",310,66,,,,,56,28000,500
2009,"1123000605",451,54,12,600,,,,,50
2009,"1123000605",452,47,4,4000,,,,,1000
2009,"1123000605",453,48,4,8000,,,,,2000
2009,"1123000605",455,,,4000,,,,,
2009,"1123000605",457,84,4,3600,,,,,900
2009,"1123000605",459,,,2400,,,,,
2009,"1123000605",463,,,24000,,,,,
2009,"1123000605",465,,,11000,,,,,
2009,"1123000605",467,,,2000,,,,,
2009,"1123000605",502,,,2500,,,,,
2009,"1123000606",301,,,5000,,,,,
2009,"1123000606",305,,,,,,,15000,
2009,"1123000606",308,3,3,6000,,,,,2000
2009,"1123000606",310,66,,,,,12,18000,1500
2009,"1123000606",451,54,4,200,,,,,50
2009,"1123000606",452,47,4,4800,,,,,1200
2009,"1123000606",454,,,1900,,,,,
2009,"1123000606",455,,,1600,,,,,
2009,"1123000606",457,84,1,1000,,,,,1000
2009,"1123000606",461,,,19000,,,,,
2009,"1123000606",465,,,8000,,,,,
2009,"1123000606",468,,,10800,,,,,
2009,"1123000606",502,,,5500,,,,,
2009,"1123000606",601,,,6000,,,,,
2009,"1123000606",604,,,2800,,,,,
2009,"1123000608",302,,,,,3000,,,
2009,"1123000608",305,,,,,,,3000,
2009,"1123000608",308,3,2,3000,,,,,1500
2009,"1123000608",309,22,2,2000,,,,,1000
2009,"1123000608",310,66,,,,,4,2000,500
2009,"1123000608",451,54,2,100,,,,,50
2009,"1123000608",452,47,1,1000,,,,,1000
2009,"1123000608",455,,,3000,,,,,
2009,"1123000608",457,84,2,2000,,,,,1000
2009,"1123000608",459,,,1000,,,,,
2009,"1123000608",463,,,500,,,,,
2009,"1123000608",465,,,700,,,,,
2009,"1123000608",502,,,2500,,,,,
